puzzle_id,n,t,d,markov_entropy,pattern_score
403,7,5,6,1.584962500721156,0.20751874963942196
404,7,5,7,1.584962500721156,0.20751874963942196
405,7,5,8,0.0,1.0
406,7,5,9,1.9219280948873623,0.2564967211898894
407,7,5,10,1.9219280948873623,0.2564967211898894
408,7,5,11,0.0,1.0
409,7,5,12,1.584962500721156,0.20751874963942196
410,7,5,13,1.9182958340544893,0.31668923691041306
411,7,5,14,0.7219280948873623,0.7207200898713393
412,7,5,15,1.9219280948873623,0.2564967211898894
413,7,6,6,0.8112781244591328,0.6506015297177028
414,7,6,7,0.0,1.0
415,7,6,8,2.0,0.1386468838532139
416,7,6,9,1.584962500721156,0.20751874963942196
417,7,6,10,0.0,1.0
418,7,6,11,1.5,0.35398516288991033
419,7,6,12,1.5,0.35398516288991033
420,7,6,13,2.321928094887362,0.10175559829607284
421,7,6,14,2.25,0.29020402723211036
422,7,6,15,2.4193819456463714,0.2716934633925584
423,7,6,16,0.0,1.0
424,7,6,17,0.0,1.0
425,7,6,18,0.0,1.0
426,7,7,7,0.0,1.0
427,7,7,8,0.0,1.0
428,7,7,9,0.0,1.0
429,7,7,10,0.9182958340544896,0.5408520829727552
430,7,7,11,0.0,1.0
431,7,7,12,1.0,0.36907024642854247
432,7,7,13,1.0,0.36907024642854247
433,7,7,14,0.0,1.0
434,7,7,15,1.0,0.36907024642854247
435,7,7,16,0.0,1.0
436,7,7,17,2.128085278891394,0.29063824036953534
437,7,7,18,3.0220552088742,0.18332537777636793
438,7,7,19,0.0,1.0
439,7,7,20,2.75,0.13247158883924592
440,7,7,21,0.0,1.0
441,8,1,1,0.0,1.0
442,8,1,2,1.0,0.36907024642854247
443,8,1,3,0.0,1.0
444,8,2,2,0.0,1.0
445,8,2,3,0.0,1.0
446,8,2,4,0.0,1.0
447,8,2,5,1.0,0.36907024642854247
448,8,2,6,0.0,1.0
449,8,3,3,0.0,1.0
450,8,3,4,1.0,0.36907024642854247
451,8,3,5,0.0,1.0
452,8,3,6,0.9182958340544896,0.5408520829727552
453,8,3,7,0.0,1.0
454,8,3,8,0.0,1.0
455,8,3,9,1.0,0.36907024642854247
456,8,4,4,0.0,1.0
457,8,4,5,1.5,0.35398516288991033
458,8,4,6,0.0,1.0
459,8,4,7,0.0,1.0
460,8,4,8,0.0,1.0
461,8,4,9,0.0,1.0
462,8,4,10,0.0,1.0
463,8,4,11,1.0,0.36907024642854247
464,8,4,12,0.8112781244591328,0.6506015297177028
465,8,5,5,2.0,0.1386468838532139
466,8,5,6,0.0,1.0
467,8,5,7,0.0,1.0
468,8,5,8,0.9182958340544896,0.5408520829727552
469,8,5,9,1.584962500721156,0.20751874963942196
470,8,5,10,0.0,1.0
471,8,5,11,0.0,1.0
472,8,5,12,0.0,1.0
473,8,5,13,1.0,0.36907024642854247
474,8,5,14,0.0,1.0
475,8,5,15,1.5,0.35398516288991033
476,8,6,6,0.0,1.0
477,8,6,7,0.0,1.0
478,8,6,8,0.9182958340544896,0.5408520829727552
479,8,6,9,1.584962500721156,0.20751874963942196
480,8,6,10,0.9182958340544896,0.5408520829727552
481,8,6,11,1.0,0.36907024642854247
482,8,6,12,0.0,1.0
483,8,6,13,1.5219280948873621,0.4112378440837061
484,8,6,14,1.3709505944546687,0.46964391395534777
485,8,6,15,0.0,1.0
486,8,6,16,1.0,0.36907024642854247
487,8,6,17,0.0,1.0
488,8,6,18,2.94770277922009,0.11265304515267105
489,8,7,7,1.5,0.35398516288991033
490,8,7,8,1.0,0.36907024642854247
491,8,7,9,1.0,0.36907024642854247
492,8,7,10,2.807354922057604,0.06421502598079865
493,8,7,11,0.0,1.0
494,8,7,12,1.0,0.36907024642854247
495,8,7,13,2.0,0.1386468838532139
496,8,7,14,0.0,1.0
497,8,7,15,1.8423709931771088,0.38587633560763035
498,8,7,16,2.0,0.1386468838532139
499,8,7,17,0.9182958340544896,0.5408520829727552
500,8,7,18,0.0,1.0
501,8,7,19,1.3709505944546687,0.46964391395534777
502,8,7,20,1.584962500721156,0.20751874963942196
503,8,7,21,2.725480556997868,0.17954859974466675
504,9,1,1,0.0,1.0
505,9,1,2,0.0,1.0
506,9,1,3,0.0,1.0
507,9,2,2,0.0,1.0
508,9,2,3,0.0,1.0
509,9,2,4,0.0,1.0
510,9,2,5,1.0,0.36907024642854247
511,9,2,6,0.0,1.0
512,9,3,3,0.0,1.0
513,9,3,4,0.0,1.0
514,9,3,5,0.0,1.0
515,9,3,6,1.9219280948873623,0.2564967211898894
516,9,3,7,0.0,1.0
517,9,3,8,0.0,1.0
518,9,3,9,0.0,1.0
519,9,4,4,1.0,0.36907024642854247
520,9,4,5,0.0,1.0
521,9,4,6,0.0,1.0
522,9,4,7,0.0,1.0
523,9,4,8,0.0,1.0
524,9,4,9,0.0,1.0
525,9,4,10,2.2516291673878226,0.1979535078744057
526,9,4,11,1.584962500721156,0.20751874963942196
527,9,4,12,0.0,1.0
528,9,5,5,1.0,0.36907024642854247
529,9,5,6,1.0,0.36907024642854247
530,9,5,7,0.0,1.0
531,9,5,8,0.0,1.0
532,9,5,9,0.9182958340544896,0.5408520829727552
533,9,5,10,0.0,1.0
534,9,5,11,0.0,1.0
535,9,5,12,0.0,1.0
536,9,5,13,0.0,1.0
537,9,5,14,1.0,0.36907024642854247
538,9,5,15,2.0,0.1386468838532139
539,9,6,6,1.584962500721156,0.20751874963942196
540,9,6,7,0.0,1.0
541,9,6,8,0.0,1.0
542,9,6,9,0.0,1.0
543,9,6,10,0.0,1.0
544,9,6,11,1.0,0.36907024642854247
545,9,6,12,2.321928094887362,0.10175559829607284
546,9,6,13,0.0,1.0
547,9,6,14,0.0,1.0
548,9,6,15,0.0,1.0
549,9,6,16,0.0,1.0
550,9,6,17,0.0,1.0
551,9,6,18,1.0,0.36907024642854247
552,9,7,7,0.0,1.0
553,9,7,8,1.0,0.36907024642854247
554,9,7,9,0.0,1.0
555,9,7,10,1.0,0.36907024642854247
556,9,7,11,2.5216406363433186,0.15945312121889377
557,9,7,12,1.584962500721156,0.20751874963942196
558,9,7,13,0.0,1.0
559,9,7,14,2.321928094887362,0.10175559829607284
560,9,7,15,2.0,0.1386468838532139
561,9,7,16,0.0,1.0
562,9,7,17,2.807354922057604,0.06421502598079865
563,9,7,18,1.9219280948873623,0.2564967211898894
564,9,7,19,1.5,0.35398516288991033
565,9,7,20,1.5,0.35398516288991033
566,9,7,21,0.0,1.0
567,10,1,1,0.0,1.0
568,10,1,2,1.0,0.36907024642854247
569,10,1,3,0.9182958340544896,0.5408520829727552
570,10,2,2,0.0,1.0
571,10,2,3,0.0,1.0
572,10,2,4,0.0,1.0
573,10,2,5,0.0,1.0
574,10,2,6,0.0,1.0
575,10,3,3,0.0,1.0
576,10,3,4,0.0,1.0
577,10,3,5,0.0,1.0
578,10,3,6,0.0,1.0
579,10,3,7,0.0,1.0
580,10,3,8,0.0,1.0
581,10,3,9,0.0,1.0
582,10,4,4,0.0,1.0
583,10,4,5,0.0,1.0
584,10,4,6,0.0,1.0
585,10,4,7,0.8112781244591328,0.6506015297177028
586,10,4,8,0.0,1.0
587,10,4,9,1.9219280948873623,0.2564967211898894
588,10,4,10,1.0,0.36907024642854247
589,10,4,11,0.0,1.0
590,10,4,12,1.9219280948873623,0.2564967211898894
591,10,5,5,0.0,1.0
592,10,5,6,0.0,1.0
593,10,5,7,0.0,1.0
594,10,5,8,0.0,1.0
595,10,5,9,1.584962500721156,0.20751874963942196
596,10,5,10,1.584962500721156,0.20751874963942196
597,10,5,11,2.0,0.1386468838532139
598,10,5,12,1.0,0.36907024642854247
599,10,5,13,1.0,0.36907024642854247
600,10,5,14,1.8423709931771088,0.38587633560763035
601,10,5,15,0.0,1.0
602,10,6,6,0.0,1.0
603,10,6,7,0.0,1.0
604,10,6,8,1.584962500721156,0.20751874963942196
605,10,6,9,0.0,1.0
606,10,6,10,2.584962500721156,0.07921777883839831
607,10,6,11,1.7924812503605778,0.3615052958651881
608,10,6,12,3.0,0.053605369642813816
609,10,6,13,2.0,0.1386468838532139
610,10,6,14,0.0,1.0
611,10,6,15,1.0,0.36907024642854247
612,10,6,16,1.9219280948873623,0.2564967211898894
613,10,6,17,0.0,1.0
614,10,6,18,0.9182958340544896,0.5408520829727552
615,10,7,7,0.0,1.0
616,10,7,8,0.0,1.0
617,10,7,9,0.0,1.0
618,10,7,10,2.0,0.1386468838532139
619,10,7,11,1.3709505944546687,0.46964391395534777
620,10,7,12,1.584962500721156,0.20751874963942196
621,10,7,13,1.584962500721156,0.20751874963942196
622,10,7,14,2.0,0.1386468838532139
623,10,7,15,0.0,1.0
624,10,7,16,2.5,0.21133780803567814
625,10,7,17,0.0,1.0
626,10,7,18,1.584962500721156,0.20751874963942196
627,10,7,19,2.2359263506290326,0.2546912164569891
628,10,7,20,0.0,1.0
629,10,7,21,0.0,1.0
