puzzle_id,n,t,d,markov_entropy,pattern_score
0,1,1,2,1.0,0.36907024642854247
1,1,2,4,0.8112781244591328,0.6506015297177028
2,1,3,1,0.0,1.0
3,4,3,4,0.8112781244591328,0.6506015297177028
4,2,1,4,0.8112781244591328,0.6506015297177028
5,2,3,3,1.584962500721156,0.20751874963942196
6,4,3,1,0.0,1.0
7,4,3,4,1.5,0.35398516288991033
8,4,3,4,2.0,0.1386468838532139
9,4,3,4,1.5,0.35398516288991033
