puzzle_id,n,t,d,markov_entropy,pattern_score
0,4,3,3,1.584962500721156,0.20751874963942196
1,1,2,1,0.0,1.0
2,1,1,1,0.0,1.0
3,3,3,4,2.0,0.1386468838532139
4,1,3,4,2.0,0.1386468838532139
5,1,2,1,0.0,1.0
6,4,3,4,1.5,0.35398516288991033
7,1,1,1,0.0,1.0
8,4,3,1,0.0,1.0
9,1,3,4,1.5,0.35398516288991033
