puzzle_id,n,t,d,markov_entropy,pattern_score
0,3,1,1,0.0,1.0
1,3,2,2,1.0,0.36907024642854247
2,3,3,4,2.0,0.1386468838532139
3,4,3,4,1.5,0.35398516288991033
4,4,2,2,1.0,0.36907024642854247
5,2,3,4,2.0,0.1386468838532139
6,3,3,3,1.584962500721156,0.20751874963942196
7,1,1,1,0.0,1.0
8,1,1,1,0.0,1.0
9,4,2,3,1.584962500721156,0.20751874963942196
